date,close,return,signal,realized_vol,target_position,position,turnover,gross_return,cost,net_return,equity,speed
2015-01-05,4552.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-06,4586.0,0.00746924428822493,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-07,4660.0,0.016136066288704676,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-08,4673.0,0.0027896995708154293,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-09,4676.0,0.0006419858763107023,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-12,4756.0,0.017108639863130826,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-13,4725.0,-0.0065180824222035305,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-01-14,4710.0,-0.0031746031746031633,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-01-15,4702.0,-0.001698513800424628,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-01-16,4718.0,0.0034028073160357053,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-19,4809.0,0.01928783382789323,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-20,4806.0,-0.0006238303181534954,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-01-21,4958.0,0.03162713275072826,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-22,4986.0,0.005647438483259437,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-23,5039.0,0.010629763337344666,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-26,5005.0,-0.006747370510021833,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-01-27,5082.0,0.01538461538461533,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-28,4980.0,-0.02007083825265643,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-01-29,4982.0,0.00040160642570286065,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-01-30,4907.0,-0.015054195102368495,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-02-02,5017.0,0.022416955369879865,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-03,5003.0,-0.00279051225832172,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-02-04,4999.0,-0.00079952028782726,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-02-05,4974.0,-0.005001000200040018,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-02-06,5007.0,0.006634499396863669,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-09,5010.0,0.0005991611743558778,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-10,5088.0,0.015568862275449069,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-11,5107.0,0.003734276729559838,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-12,5124.0,0.0033287644409634165,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-13,5121.0,-0.0005854800936767601,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-02-16,5172.0,0.00995899238429998,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-17,5190.0,0.0034802784222738303,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-02-25,5061.0,-0.02485549132947973,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-02-26,5041.0,-0.003951788184153315,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
2015-02-27,5111.0,0.013886133703630232,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-03-02,5209.0,0.019174329876736396,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,medium
2015-03-03,5178.0,-0.005951238241505119,0.0,,,0.0,0.0,-0.0,0.0,-0.0,1.0,medium
